"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.8,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.5,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,3.3,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.6,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.3,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,12.3,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.3,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.2,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.1,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.7,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.4,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.6,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.6,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.1,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,0.5,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.5,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,13.3,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.8,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.9,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.9,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.1,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.4,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,10,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.2,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.3,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,11.2,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.8,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.7,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.2,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.1,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.9,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.1,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.5,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.4,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.8,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.9,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.5,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.6,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9,,
"CRI","Costa Rica","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.4,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.6,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.9,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.9,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.8,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.3,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.3,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.3,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.5,,
"CRI","Costa Rica","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.9,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.4,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.8,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.4,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.7,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.9,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.2,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.8,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.4,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.9,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.6,,
"CRI","Costa Rica","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.7,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,14.4,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.6,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.5,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.9,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.9,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.6,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.2,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.4,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.3,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.3,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.6,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.8,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.2,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,13.3,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.4,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.8,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.2,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.5,,
"CRI","Costa Rica","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.5,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.7,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.1,,
"CRI","Costa Rica","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,3.2,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,11.1,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.1,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.2,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.8,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.7,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.6,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.9,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.9,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.4,,
"CRI","Costa Rica","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.4,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.6,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.2,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.9,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.4,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.8,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.1,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.8,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.6,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.4,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,1.4,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.1,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.1,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.3,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.6,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.8,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,1.9,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.1,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.2,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.4,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.9,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.7,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.4,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.5,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,0.7,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.1,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,0.3,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.2,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.9,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.4,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.5,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.3,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.9,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.7,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.5,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.5,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.3,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.9,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.4,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.4,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.4,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.6,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.1,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.5,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.5,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.3,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,13,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.1,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.7,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.5,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.1,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.7,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.6,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,1.5,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,16.2,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.4,,
"IDN","Indonesia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.2,,
"IDN","Indonesia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,1,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,13.1,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.1,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.6,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.9,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.9,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.3,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.9,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.8,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.3,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,13.2,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,13.5,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.3,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.8,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10.5,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.9,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.7,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,1.6,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.2,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.3,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.4,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.9,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.9,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.4,,
