"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,26,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,28,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,28,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,27,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,25,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,19,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,19,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,17,,
"NOR","Norway","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,24,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,54,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,55,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,53,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,57,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,58,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,62,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,62,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,62,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,61,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,60,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,59,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,57,,
"POL","Poland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,56,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,62,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,61,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,60,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,58,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,59,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,59,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,54,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,47,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,40,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,41,,
"PRT","Portugal","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,42,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,20,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,24,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,27,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,30,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,32,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,31,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,32,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,32,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,35,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,32,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,26,,
"SVK","Slovak Republic","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,19,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,39,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,38,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,36,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,32,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,30,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,25,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,23,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,23,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,25,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,29,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,27,,
"ESP","Spain","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,28,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,6,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,13,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,18,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,20,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,12,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,10,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,16,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,18,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,18,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,13,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,18,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,15,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,16,,
"SWE","Sweden","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,58,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,56,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,51,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,51,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,49,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,50,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,48,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,42.33631,,
"CHE","Switzerland","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,42,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,46,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,45,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,44,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,40,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,38,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,38,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,40,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,40,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,36,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,33,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,32,,
"GBR","United Kingdom","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,33,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,63.2,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,63,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,62.3,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,61.8,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,60.1,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,59.5,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,58.3,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,58.3,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,57.4,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,57.2,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,56,,
"USA","United States","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,56,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,29,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,30,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,29,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,29,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,28,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,30,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,33,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,34,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,31,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,31,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,30,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,32,,
"SVN","Slovenia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,31,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,19,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,14,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,9,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,2,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,-7,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,-23,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,-28,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,-30,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,-26,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,-24,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,-22,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,-25,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,-19,,
"EST","Estonia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,-16,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,18,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,23,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,25,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,23,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,19,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,22,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,21,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,21,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,19,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,21,,
"LVA","Latvia","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,19,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,30,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,28,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,21,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,17,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,7,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,3,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,-3,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,16,,
"LTU","Lithuania","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,13,,
