"COUNTRY","Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","M","Men","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,82.5,,
"ISL","Iceland","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,13.333,,
"ISL","Iceland","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,86.667,,
"ISL","Iceland","F","Women","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,0,,
"ISL","Iceland","M","Men","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,100,,
"ISL","Iceland","F","Women","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,17.974,,
"ISL","Iceland","M","Men","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,82.026,,
"ISL","Iceland","F","Women","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,24.615,,
"ISL","Iceland","M","Men","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,75.385,,
"ISL","Iceland","F","Women","F05T07","Science, technology, engineering and mathematics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,36.645,,
"ISL","Iceland","M","Men","F05T07","Science, technology, engineering and mathematics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,63.355,,
"ISL","Iceland","F","Women","F05T07","Science, technology, engineering and mathematics","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,42.132,,
"ISL","Iceland","M","Men","F05T07","Science, technology, engineering and mathematics","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,57.868,,
"ISL","Iceland","F","Women","F05T07","Science, technology, engineering and mathematics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,43.902,,
"ISL","Iceland","M","Men","F05T07","Science, technology, engineering and mathematics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,56.098,,
"ISL","Iceland","F","Women","F05T07","Science, technology, engineering and mathematics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,37.138,,
"ISL","Iceland","M","Men","F05T07","Science, technology, engineering and mathematics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,62.862,,
"IRL","Ireland","F","Women","T","Total: All fields of education","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,57.942,,
"IRL","Ireland","M","Men","T","Total: All fields of education","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,42.058,,
"IRL","Ireland","F","Women","T","Total: All fields of education","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,49.735,,
"IRL","Ireland","M","Men","T","Total: All fields of education","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,50.265,,
"IRL","Ireland","F","Women","T","Total: All fields of education","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,55.286,,
"IRL","Ireland","M","Men","T","Total: All fields of education","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,44.714,,
"IRL","Ireland","F","Women","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"IRL","Ireland","M","Men","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"IRL","Ireland","F","Women","T","Total: All fields of education","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,50.993,,
"IRL","Ireland","M","Men","T","Total: All fields of education","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,49.007,,
"IRL","Ireland","F","Women","T","Total: All fields of education","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,52.14,,
"IRL","Ireland","M","Men","T","Total: All fields of education","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,47.86,,
"IRL","Ireland","F","Women","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,19.373,,
"IRL","Ireland","M","Men","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,80.627,,
"IRL","Ireland","F","Women","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,16.896,,
"IRL","Ireland","M","Men","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,83.104,,
"IRL","Ireland","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,25.099,,
"IRL","Ireland","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,74.901,,
"IRL","Ireland","F","Women","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"IRL","Ireland","M","Men","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"IRL","Ireland","F","Women","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,28.395,,
"IRL","Ireland","M","Men","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,71.605,,
"IRL","Ireland","F","Women","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,19.381,,
"IRL","Ireland","M","Men","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,80.619,,
"IRL","Ireland","F","Women","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,23.123,,
"IRL","Ireland","M","Men","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,76.877,,
"IRL","Ireland","F","Women","F05T07","Science, technology, engineering and mathematics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,28.276,,
"IRL","Ireland","M","Men","F05T07","Science, technology, engineering and mathematics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,71.724,,
"IRL","Ireland","F","Women","F05T07","Science, technology, engineering and mathematics","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,34.156,,
"IRL","Ireland","M","Men","F05T07","Science, technology, engineering and mathematics","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,65.844,,
"IRL","Ireland","F","Women","F05T07","Science, technology, engineering and mathematics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"IRL","Ireland","M","Men","F05T07","Science, technology, engineering and mathematics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"IRL","Ireland","F","Women","F05T07","Science, technology, engineering and mathematics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,40.408,,
"IRL","Ireland","M","Men","F05T07","Science, technology, engineering and mathematics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,59.592,,
"IRL","Ireland","F","Women","F05T07","Science, technology, engineering and mathematics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,29.617,,
"IRL","Ireland","M","Men","F05T07","Science, technology, engineering and mathematics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,70.383,,
"ITA","Italy","F","Women","T","Total: All fields of education","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","T","Total: All fields of education","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","T","Total: All fields of education","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,54.004,,
"ITA","Italy","M","Men","T","Total: All fields of education","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,45.996,,
"ITA","Italy","F","Women","T","Total: All fields of education","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,57.991,,
"ITA","Italy","M","Men","T","Total: All fields of education","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,42.009,,
"ITA","Italy","F","Women","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,63.388,,
"ITA","Italy","M","Men","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,36.612,,
"ITA","Italy","F","Women","T","Total: All fields of education","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,49.517,,
"ITA","Italy","M","Men","T","Total: All fields of education","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,50.483,,
"ITA","Italy","F","Women","T","Total: All fields of education","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","T","Total: All fields of education","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,18.917,,
"ITA","Italy","M","Men","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,81.083,,
"ITA","Italy","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,14.07,,
"ITA","Italy","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,85.93,,
"ITA","Italy","F","Women","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,23.671,,
"ITA","Italy","M","Men","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,76.329,,
"ITA","Italy","F","Women","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","F05T07","Science, technology, engineering and mathematics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,35.593,,
"ITA","Italy","M","Men","F05T07","Science, technology, engineering and mathematics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,64.407,,
"ITA","Italy","F","Women","F05T07","Science, technology, engineering and mathematics","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,41.147,,
"ITA","Italy","M","Men","F05T07","Science, technology, engineering and mathematics","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,58.853,,
"ITA","Italy","F","Women","F05T07","Science, technology, engineering and mathematics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,59.253,,
"ITA","Italy","M","Men","F05T07","Science, technology, engineering and mathematics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,40.747,,
"ITA","Italy","F","Women","F05T07","Science, technology, engineering and mathematics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","F05T07","Science, technology, engineering and mathematics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","F05T07","Science, technology, engineering and mathematics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","F05T07","Science, technology, engineering and mathematics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","F","Women","T","Total: All fields of education","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,61.264,,
"JPN","Japan","M","Men","T","Total: All fields of education","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,38.736,,
"JPN","Japan","F","Women","T","Total: All fields of education","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,44.601,,
"JPN","Japan","M","Men","T","Total: All fields of education","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,55.399,,
"JPN","Japan","F","Women","T","Total: All fields of education","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,33.683,,
"JPN","Japan","M","Men","T","Total: All fields of education","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,66.317,,
"JPN","Japan","F","Women","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,48.293,,
"JPN","Japan","M","Men","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,51.707,,
"JPN","Japan","F","Women","T","Total: All fields of education","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,31.197,,
"JPN","Japan","M","Men","T","Total: All fields of education","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,68.803,,
"JPN","Japan","F","Women","T","Total: All fields of education","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,48.708,,
"JPN","Japan","M","Men","T","Total: All fields of education","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,51.292,,
"JPN","Japan","F","Women","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,21.419,,
"JPN","Japan","M","Men","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,78.581,,
"JPN","Japan","F","Women","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"JPN","Japan","M","Men","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"JPN","Japan","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"JPN","Japan","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"JPN","Japan","F","Women","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"JPN","Japan","M","Men","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,,"x","Data included in another category"
"JPN","Japan","F","Women","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,21.419,,
"JPN","Japan","M","Men","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,78.581,,
"JPN","Japan","F","Women","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,16.532,,
"JPN","Japan","M","Men","F05T07","Science, technology, engineering and mathematics","L5","Short-cycle tertiary education (ISCED2011 level 5)","ENTR_SHARE_GENDER-FIELDS","Share of new entrants by gender in fields of education","2015","2015","PC","Percentage","0","Units",,,83.468,,
