Code,Indicator Name,Long definition,Source
SP.POP.AG02.MA.IN,"Age population, age 02, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",United Nations Population Division. World Population Prospects: 2017 Revision.
SP.POP.AG02.FE.IN,"Age population, age 02, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",United Nations Population Division. World Population Prospects: 2017 Revision.
SP.POP.AG01.MA.IN,"Age population, age 01, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",United Nations Population Division. World Population Prospects: 2017 Revision.
SP.POP.AG01.FE.IN,"Age population, age 01, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",United Nations Population Division. World Population Prospects: 2017 Revision.
SP.POP.AG00.MA.IN,"Age population, age 0, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",United Nations Population Division. World Population Prospects: 2017 Revision.
SP.POP.AG00.FE.IN,"Age population, age 0, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",United Nations Population Division. World Population Prospects: 2017 Revision.
SP.POP.DPND,Age dependency ratio (% of working-age population),Age dependency ratio is the ratio of dependents--people younger than 15 or older than 64--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.,World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects: 2017 Revision.
SP.DYN.SMAM.MA,"Mean age at first marriage, male","Mean age at marriage, male shows the average length of single life expressed in years among those males who marry before age 50. It is a synthetic indicator calculated from marital status categories of men and women aged 15 to 54 at the census or survey date.","United Nations, Department of Economic and Social Affairs, Population Division. World Marriage Data."
SP.DYN.SMAM.FE,"Mean age at first marriage, female","Mean age at marriage, female shows the average length of single life expressed in years among those females who marry before age 50. It is a synthetic indicator calculated from marital status categories of men and women aged 15 to 54 at the census or survey date.","United Nations, Department of Economic and Social Affairs, Population Division. World Marriage Data."
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Adolescent fertility rate is the number of births per 1,000 women ages 15-19.","United Nations Population Division, World Population Prospects."
SE.PRM.TENR.MA,"Adjusted net enrollment rate, primary, male (% of primary school age children)","Adjusted net enrollment is the number of pupils of the school-age group for primary education, enrolled either in primary or secondary education, expressed as a percentage of the total population in that age group.",UNESCO Institute for Statistics (http://uis.unesco.org/)
SE.PRM.TENR.FE,"Adjusted net enrollment rate, primary, female (% of primary school age children)","Adjusted net enrollment is the number of pupils of the school-age group for primary education, enrolled either in primary or secondary education, expressed as a percentage of the total population in that age group.",UNESCO Institute for Statistics (http://uis.unesco.org/)
FX.OWN.TOTL.MA.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (male, % age 15+).","Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank."
FX.OWN.TOTL.FE.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (female, % age 15+).","Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank."
SH.HIV.ARTC.MA.ZS,Antiretroviral therapy coverage (% of adult males living with HIV),The percentage of adult males living with HIV who are receiving antiretroviral therapy.,UNAIDS estimates.
SH.HIV.ARTC.FE.ZS,Antiretroviral therapy coverage (% of adult females living with HIV),The percentage of adult females living with HIV who are receiving antiretroviral therapy.,UNAIDS estimates.
SG.RSX.TIRD.Q2.ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q2,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she is tired or not in the mood. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TIRD.Q3.ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q3,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she is tired or not in the mood. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TIRD.Q4.ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q4,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she is tired or not in the mood. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TIRD.Q5.ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q5 (highest),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she is tired or not in the mood. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.SXOT.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sex with other women.,Demographic and Health Surveys (DHS)
SG.RSX.SXOT.Q1.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q1 (lowest),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sex with other women. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.SXOT.Q2.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q2,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sex with other women. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.SXOT.Q3.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q3,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sex with other women. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.SXOT.Q4.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q4,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sex with other women. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.SXOT.Q5.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q5 (highest),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sex with other women. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TMDS.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sexually transmitted disease.,Demographic and Health Surveys (DHS)
SG.RSX.TMDS.Q1.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q1 (lowest),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sexually transmitted disease. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TMDS.Q2.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q2,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sexually transmitted disease. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TMDS.Q3.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q3,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sexually transmitted disease. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TMDS.Q4.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q4,Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sexually transmitted disease. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.RSX.TMDS.Q5.ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q5 (highest),Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she knows husband has sexually transmitted disease. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.HSNO.FE.ZS,Women who do not own a house (% of women age 15-49),"Women who do not own house (% of women age 15-49) is the percentage of women age 15-49 who don’t own any house, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both.",Demographic and Health Surveys (DHS)
SG.OWN.HSNO.FE.Q1.ZS,Women who do not own a house (% of women age 15-49): Q1 (lowest),"Women who do not own house (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who don’t own any house, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSNO.FE.Q2.ZS,Women who do not own a house (% of women age 15-49): Q2,"Women who do not own house (% of women age 15-49): Q2 is the percentage of women age 15-49 who don’t own any house, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSNO.FE.Q3.ZS,Women who do not own a house (% of women age 15-49): Q3,"Women who do not own house (% of women age 15-49): Q3 is the percentage of women age 15-49 who don’t own any house, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSNO.FE.Q4.ZS,Women who do not own a house (% of women age 15-49): Q4,"Women who do not own house (% of women age 15-49): Q4 is the percentage of women age 15-49 who don’t own any house, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSNO.FE.Q5.ZS,Women who do not own a house (% of women age 15-49): Q5 (highest),"Women who do not own house (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who don’t own any house, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDNO.FE.ZS,Women who do not own land (% of women age 15-49),"Women who do not own land (% of women age 15-49) is the percentage of women age 15-49 who don’t own any land, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both.",Demographic and Health Surveys (DHS)
SG.OWN.LDNO.FE.Q1.ZS,Women who do not own land (% of women age 15-49): Q1 (lowest),"Women who do not own land (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who don’t own any land, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDNO.FE.Q2.ZS,Women who do not own land (% of women age 15-49): Q2,"Women who do not own land (% of women age 15-49): Q2 is the percentage of women age 15-49 who don’t own any land, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDNO.FE.Q3.ZS,Women who do not own land (% of women age 15-49): Q3,"Women who do not own land (% of women age 15-49): Q3 is the percentage of women age 15-49 who don’t own any land, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDNO.FE.Q4.ZS,Women who do not own land (% of women age 15-49): Q4,"Women who do not own land (% of women age 15-49): Q4 is the percentage of women age 15-49 who don’t own any land, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDNO.FE.Q5.ZS,Women who do not own land (% of women age 15-49): Q5 (highest),"Women who do not own land (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who don’t own any land, which legally registered with their name or cannot be sold without their signature, either solely or jointly with someone else or both. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSAL.FE.ZS,Women who own a house alone (% of women age 15-49),"Women who own house alone (% of women age 15-49) is the percentage of women age 15-49 who only own a house, which legally registered with their name or cannot be sold without their signature, alone (don't share ownership with anyone).",Demographic and Health Surveys (DHS)
SG.OWN.HSAL.FE.Q1.ZS,Women who own a house alone (% of women age 15-49): Q1 (lowest),"Women who own house alone (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who only own a house, which legally registered with their name or cannot be sold without their signature, alone (don't share ownership with anyone). Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSAL.FE.Q2.ZS,Women who own a house alone (% of women age 15-49): Q2,"Women who own house alone (% of women age 15-49): Q2 is the percentage of women age 15-49 who only own a house, which legally registered with their name or cannot be sold without their signature, alone (don't share ownership with anyone). Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSAL.FE.Q3.ZS,Women who own a house alone (% of women age 15-49): Q3,"Women who own house alone (% of women age 15-49): Q3 is the percentage of women age 15-49 who only own a house, which legally registered with their name or cannot be sold without their signature, alone (don't share ownership with anyone). Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSAL.FE.Q4.ZS,Women who own a house alone (% of women age 15-49): Q4,"Women who own house alone (% of women age 15-49): Q4 is the percentage of women age 15-49 who only own a house, which legally registered with their name or cannot be sold without their signature, alone (don't share ownership with anyone). Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSAL.FE.Q5.ZS,Women who own a house alone (% of women age 15-49): Q5 (highest),"Women who own house alone (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who only own a house, which legally registered with their name or cannot be sold without their signature, alone (don't share ownership with anyone). Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSAJ.FE.ZS,Women who own a house both alone and jointly (% of women age 15-49),Women who own house both alone and jointly (% of women age 15-49) is the percentage of women age 15-49 who alone as well as jointly with someone else own a house which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a house alone and another house jointly with someone else.,Demographic and Health Surveys (DHS)
SG.OWN.HSAJ.FE.Q1.ZS,Women who own a house both alone and jointly (% of women age 15-49): Q1 (lowest),Women who own house both alone and jointly (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who alone as well as jointly with someone else own a house which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a house alone and another house jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.HSAJ.FE.Q2.ZS,Women who own a house both alone and jointly (% of women age 15-49): Q2,Women who own house both alone and jointly (% of women age 15-49): Q2 is the percentage of women age 15-49 who alone as well as jointly with someone else own a house which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a house alone and another house jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.HSAJ.FE.Q3.ZS,Women who own a house both alone and jointly (% of women age 15-49): Q3,Women who own house both alone and jointly (% of women age 15-49): Q3 is the percentage of women age 15-49 who alone as well as jointly with someone else own a house which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a house alone and another house jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.HSAJ.FE.Q4.ZS,Women who own a house both alone and jointly (% of women age 15-49): Q4,Women who own house both alone and jointly (% of women age 15-49): Q4 is the percentage of women age 15-49 who alone as well as jointly with someone else own a house which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a house alone and another house jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.HSAJ.FE.Q5.ZS,Women who own a house both alone and jointly (% of women age 15-49): Q5 (highest),Women who own house both alone and jointly (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who alone as well as jointly with someone else own a house which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a house alone and another house jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.HSJT.FE.ZS,Women who own a house jointly (% of women age 15-49),"Women who own house jointly (% of women age 15-49) is the percentage of women age 15-49 who only jointly own a house, which is legally registered with their name or cannot be sold without their signature, with someone else.  "Only jointly" implies the woman doesn’t own a house on her own, but instead jointly owns one with someone else.",Demographic and Health Surveys (DHS)
SG.OWN.HSJT.FE.Q1.ZS,Women who own a house jointly (% of women age 15-49): Q1 (lowest),"Women who own house jointly (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who only jointly own a house, which is legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a house on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSJT.FE.Q2.ZS,Women who own a house jointly (% of women age 15-49): Q2,"Women who own house jointly (% of women age 15-49): Q2 is the percentage of women age 15-49 who only jointly own a house, which is legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a house on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSJT.FE.Q3.ZS,Women who own a house jointly (% of women age 15-49): Q3,"Women who own house jointly (% of women age 15-49): Q3 is the percentage of women age 15-49 who only jointly own a house, which is legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a house on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSJT.FE.Q4.ZS,Women who own a house jointly (% of women age 15-49): Q4,"Women who own house jointly (% of women age 15-49): Q4 is the percentage of women age 15-49 who only jointly own a house, which is legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a house on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.HSJT.FE.Q5.ZS,Women who own a house jointly (% of women age 15-49): Q5 (highest),"Women who own house jointly (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who only jointly own a house, which is legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a house on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDAL.FE.ZS,Women who own land alone (% of women age 15-49),Women who own land alone (% of women age 15-49) is the percentage of women age 15-49 who only solely own a land which is legally registered with their name or cannot be sold without their signature.,Demographic and Health Surveys (DHS)
SG.OWN.LDAL.FE.Q1.ZS,Women who own land alone (% of women age 15-49): Q1 (lowest),Women who own land alone (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who only solely own a land which is legally registered with their name or cannot be sold without their signature. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAL.FE.Q2.ZS,Women who own land alone (% of women age 15-49): Q2,Women who own land alone (% of women age 15-49): Q2 is the percentage of women age 15-49 who only solely own a land which is legally registered with their name or cannot be sold without their signature. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),Prevalence of HIV is the percentage of people who are infected with HIV. Female rate is as a percentage of the total population ages 15+ who are living with HIV.,UNAIDS estimates.
SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),Women who were first married by age 18 refers to the percentage of women ages 20-24 who were first married by age 18.,"Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), AIDS Indicator Surveys(AIS), Reproductive Health Survey(RHS), and other household surveys."
SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 15 refers to the percentage of women ages 20-24 who were first married by age 15.,Demographic and Health Surveys (DHS)
SG.OWN.LDJT.FE.Q5.ZS,Women who own land jointly (% of women age 15-49): Q5 (highest),"Women who own land jointly (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who only jointly own a land, which legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a land on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDJT.FE.Q4.ZS,Women who own land jointly (% of women age 15-49): Q4,"Women who own land jointly (% of women age 15-49): Q4 is the percentage of women age 15-49 who only jointly own a land, which legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a land on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDJT.FE.Q3.ZS,Women who own land jointly (% of women age 15-49): Q3,"Women who own land jointly (% of women age 15-49): Q3 is the percentage of women age 15-49 who only jointly own a land, which legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a land on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDJT.FE.Q2.ZS,Women who own land jointly (% of women age 15-49): Q2,"Women who own land jointly (% of women age 15-49): Q2 is the percentage of women age 15-49 who only jointly own a land, which legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a land on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDJT.FE.Q1.ZS,Women who own land jointly (% of women age 15-49): Q1 (lowest),"Women who own land jointly (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who only jointly own a land, which legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a land on her own, but instead jointly owns one with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.",Demographic and Health Surveys (DHS)
SG.OWN.LDJT.FE.ZS,Women who own land jointly (% of women age 15-49),"Women who own land jointly (% of women age 15-49) is the percentage of women age 15-49 who only jointly own a land, which legally registered with their name or cannot be sold without their signature, with someone else. "Only jointly" implies the woman doesn’t own a land on her own, but instead jointly owns one with someone else.",Demographic and Health Surveys (DHS)
SG.OWN.LDAJ.FE.Q5.ZS,Women who own land both alone and jointly (% of women age 15-49): Q5 (highest),Women who own land both alone and jointly (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who both solely and jointly with someone else own a land which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a land alone and another land jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAJ.FE.Q4.ZS,Women who own land both alone and jointly (% of women age 15-49): Q4,Women who own land both alone and jointly (% of women age 15-49): Q4 is the percentage of women age 15-49 who both solely and jointly with someone else own a land which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a land alone and another land jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAJ.FE.Q3.ZS,Women who own land both alone and jointly (% of women age 15-49): Q3,Women who own land both alone and jointly (% of women age 15-49): Q3 is the percentage of women age 15-49 who both solely and jointly with someone else own a land which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a land alone and another land jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAJ.FE.Q2.ZS,Women who own land both alone and jointly (% of women age 15-49): Q2,Women who own land both alone and jointly (% of women age 15-49): Q2 is the percentage of women age 15-49 who both solely and jointly with someone else own a land which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a land alone and another land jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAJ.FE.Q1.ZS,Women who own land both alone and jointly (% of women age 15-49): Q1 (lowest),Women who own land both alone and jointly (% of women age 15-49): Q1 (lowest) is the percentage of women age 15-49 who both solely and jointly with someone else own a land which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a land alone and another land jointly with someone else. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
